Monster	AttackStyle	XP/hr	GP/hr	Cost/hr	Profitability	XP	Options
Cockatrice	mage	91.5k XP/hr	188.7k GP/hr	216.5k cost gp/hr	0.9	91341	
Cockatrice	range-def	91.3k XP/hr	212k GP/hr	216k cost gp/hr	1.0	91341	
Cockatrice	mage-def	90.7k XP/hr	167.1k GP/hr	214.4k cost gp/hr	0.8	91341	
Cockatrice	atk-str-def	93.2k XP/hr	127.6k GP/hr	220.5k cost gp/hr	0.6	91341	
Cockatrice	range	93.9k XP/hr	163.7k GP/hr	222k cost gp/hr	0.7	91341	
Cockatrice	mage	96.1k XP/hr	171.7k GP/hr	227.2k cost gp/hr	0.8	91341	
Cockatrice	range-def	90.7k XP/hr	171.6k GP/hr	214.5k cost gp/hr	0.8	91341	
Cockatrice	mage-def	94.9k XP/hr	252.9k GP/hr	224.4k cost gp/hr	1.1	91341	
Cockatrice	atk-str-def	93.9k XP/hr	185.1k GP/hr	222.2k cost gp/hr	0.8	91341	
Cockatrice	range	90.7k XP/hr	174.8k GP/hr	214.6k cost gp/hr	0.8	91341	
Cockatrice	mage	90.6k XP/hr	152.3k GP/hr	214.2k cost gp/hr	0.7	91341	
Cockatrice	range-def	95.2k XP/hr	191.5k GP/hr	225.2k cost gp/hr	0.9	91341	
Cockatrice	mage-def	91.6k XP/hr	175.8k GP/hr	216.6k cost gp/hr	0.8	91341	
Lizardman Shaman	def	93.1k XP/hr	725.4k GP/hr	208.6k cost gp/hr	3.5	91143	
Lizardman Shaman	range	95.9k XP/hr	838.7k GP/hr	214.7k cost gp/hr	3.9	91143	
Lizardman Shaman	def	93.7k XP/hr	876k GP/hr	209.9k cost gp/hr	4.2	91143	
Lizardman Shaman	range-def	94.6k XP/hr	741.2k GP/hr	212k cost gp/hr	3.5	91143	
Lizardman Shaman	def	93.5k XP/hr	837k GP/hr	209.5k cost gp/hr	4.0	91143	
Lizardman Shaman	def	93.7k XP/hr	985.8k GP/hr	209.8k cost gp/hr	4.7	91143	
Lizardman Shaman	range	90.9k XP/hr	734.1k GP/hr	203.6k cost gp/hr	3.6	91143	
Lizardman Shaman	def	94.8k XP/hr	772.3k GP/hr	212.3k cost gp/hr	3.6	91143	
Lizardman Shaman	range-def	94.2k XP/hr	839.1k GP/hr	211.1k cost gp/hr	4.0	91143	
Lizardman Shaman	def	92.3k XP/hr	680.6k GP/hr	206.6k cost gp/hr	3.3	91143	
Hellhound	range	94.4k XP/hr	329k GP/hr	100.6k cost gp/hr	3.3	91113	
Hellhound	range-def	92.7k XP/hr	323.1k GP/hr	98.8k cost gp/hr	3.3	91113	
Hellhound	mage-def	92.4k XP/hr	322k GP/hr	98.4k cost gp/hr	3.3	91113	
Hellhound	atk-str-def	95.8k XP/hr	334.1k GP/hr	102.1k cost gp/hr	3.3	91113	
Hellhound	range	94.5k XP/hr	329.7k GP/hr	100.8k cost gp/hr	3.3	91113	
Hellhound	mage	91.3k XP/hr	318.5k GP/hr	97.4k cost gp/hr	3.3	91113	
Hellhound	range-def	92.1k XP/hr	321.1k GP/hr	98.2k cost gp/hr	3.3	91113	
Hellhound	mage-def	96.2k XP/hr	335.3k GP/hr	102.5k cost gp/hr	3.3	91113	
Mammoth	range	96.2k XP/hr	1.3m GP/hr	210.1k cost gp/hr	6.3	91044	
Killerwatt	atk-str-def	92.1k XP/hr	184k GP/hr	204.6k cost gp/hr	0.9	91038	
Killerwatt	range	94.5k XP/hr	182.8k GP/hr	209.8k cost gp/hr	0.9	91038	
Killerwatt	mage	93.7k XP/hr	243.6k GP/hr	208k cost gp/hr	1.2	91038	
Killerwatt	range-def	95.3k XP/hr	244.4k GP/hr	211.5k cost gp/hr	1.2	91038	
Killerwatt	mage-def	92.4k XP/hr	209k GP/hr	205.1k cost gp/hr	1.0	91038	
Killerwatt	atk-str-def	92.8k XP/hr	259.4k GP/hr	206.1k cost gp/hr	1.3	91038	
Killerwatt	range	95.3k XP/hr	212.4k GP/hr	211.7k cost gp/hr	1.0	91038	
Killerwatt	mage	93.1k XP/hr	147.3k GP/hr	206.7k cost gp/hr	0.7	91038	
Killerwatt	range-def	91.1k XP/hr	163k GP/hr	202.3k cost gp/hr	0.8	91038	
Killerwatt	mage-def	91.1k XP/hr	295.7k GP/hr	202.2k cost gp/hr	1.5	91038	
Killerwatt	atk-str-def	95.9k XP/hr	237.7k GP/hr	212.9k cost gp/hr	1.1	91038	
Killerwatt	range	93.2k XP/hr	232k GP/hr	207k cost gp/hr	1.1	91038	
Killerwatt	mage	93.2k XP/hr	224.1k GP/hr	206.9k cost gp/hr	1.1	91038	
Killerwatt	range-def	90.6k XP/hr	177.8k GP/hr	201.1k cost gp/hr	0.9	91038	
Killerwatt	mage-def	95.5k XP/hr	226.8k GP/hr	212.1k cost gp/hr	1.1	91038	
Mammoth	atk-str-def	95.6k XP/hr	741.3k GP/hr	209.7k cost gp/hr	3.5	90663	
Long-tailed Wyvern	atk-str-def	94.7k XP/hr	793.8k GP/hr	158.4k cost gp/hr	5.0	90608	
Long-tailed Wyvern	atk-str-def	93.5k XP/hr	727.5k GP/hr	156.5k cost gp/hr	4.6	90608	
Long-tailed Wyvern	atk-str-def	92.1k XP/hr	1.1m GP/hr	154.1k cost gp/hr	7.1	90608	
Taloned Wyvern	atk-str-def	93.7k XP/hr	803.4k GP/hr	196.7k cost gp/hr	4.1	90608	
Taloned Wyvern	atk-str-def	93.9k XP/hr	829.3k GP/hr	197.1k cost gp/hr	4.2	90608	
Taloned Wyvern	atk-str-def	94.6k XP/hr	1m GP/hr	198.6k cost gp/hr	5.1	90608	
Hellhound	mage	90.9k XP/hr	319.5k GP/hr	97.7k cost gp/hr	3.3	90354	
Hellhound	atk-str-def	95.4k XP/hr	335.2k GP/hr	102.5k cost gp/hr	3.3	90353	
Locust Rider	atk-str-def	91.3k XP/hr	563.8k GP/hr	178.7k cost gp/hr	3.2	90183	
Locust Rider	range	93.6k XP/hr	581.5k GP/hr	183.1k cost gp/hr	3.2	90183	
Locust Rider	mage	94.5k XP/hr	661.5k GP/hr	184.9k cost gp/hr	3.6	90183	
Locust Rider	range-def	93.5k XP/hr	627k GP/hr	182.8k cost gp/hr	3.4	90183	
Locust Rider	mage-def	92.7k XP/hr	536.6k GP/hr	181.4k cost gp/hr	3.0	90183	
Locust Rider	atk-str-def	94.8k XP/hr	541.9k GP/hr	185.4k cost gp/hr	2.9	90183	
Locust Rider	range	90.5k XP/hr	519.7k GP/hr	177k cost gp/hr	2.9	90183	
Locust Rider	mage	94.2k XP/hr	522.7k GP/hr	184.2k cost gp/hr	2.8	90183	
Locust Rider	range-def	91.5k XP/hr	561.6k GP/hr	179.1k cost gp/hr	3.1	90183	
Locust Rider	mage-def	93.7k XP/hr	612.1k GP/hr	183.2k cost gp/hr	3.3	90183	
General Graardor	range	94.2k XP/hr	27.9m GP/hr	98.8k cost gp/hr	282.5	89775	
General Graardor	mage	91k XP/hr	26.9m GP/hr	95.5k cost gp/hr	282.2	89775	
General Graardor	range	95.7k XP/hr	639.7k GP/hr	100.4k cost gp/hr	6.4	89775	
General Graardor	mage	92.1k XP/hr	584.8k GP/hr	96.6k cost gp/hr	6.1	89775	
General Graardor	range	94.3k XP/hr	537.4k GP/hr	98.9k cost gp/hr	5.4	89775	
General Graardor	mage	92.1k XP/hr	610.6k GP/hr	96.6k cost gp/hr	6.3	89775	
General Graardor	atk-str-def	92.2k XP/hr	635.2k GP/hr	96.7k cost gp/hr	6.6	89774	
General Graardor	range-def	93.3k XP/hr	18.7m GP/hr	97.9k cost gp/hr	190.8	89774	
General Graardor	mage-def	93.7k XP/hr	672.9k GP/hr	98.2k cost gp/hr	6.8	89774	
General Graardor	atk-str-def	92.4k XP/hr	633.9k GP/hr	96.9k cost gp/hr	6.5	89774	
General Graardor	range-def	91.5k XP/hr	506.7k GP/hr	96k cost gp/hr	5.3	89774	
General Graardor	mage-def	93.9k XP/hr	712.1k GP/hr	98.4k cost gp/hr	7.2	89774	
General Graardor	atk-str-def	94.8k XP/hr	661.9k GP/hr	99.4k cost gp/hr	6.7	89774	
General Graardor	range-def	93.5k XP/hr	606k GP/hr	98k cost gp/hr	6.2	89774	
General Graardor	mage-def	93.1k XP/hr	590.5k GP/hr	97.6k cost gp/hr	6.0	89774	
Black Dragon	range	89.7k XP/hr	510.8k GP/hr	132.8k cost gp/hr	3.8	89702	
Black Dragon	mage	90.1k XP/hr	505.3k GP/hr	133.4k cost gp/hr	3.8	89702	
Black Dragon	range-def	92.9k XP/hr	535.7k GP/hr	137.5k cost gp/hr	3.9	89702	
Black Dragon	mage-def	93.6k XP/hr	518.4k GP/hr	138.5k cost gp/hr	3.7	89702	
Black Dragon	range	90.9k XP/hr	512.9k GP/hr	134.6k cost gp/hr	3.8	89702	
Black Dragon	mage	93.9k XP/hr	515.2k GP/hr	139k cost gp/hr	3.7	89702	
Black Dragon	range-def	89.2k XP/hr	473.8k GP/hr	132.1k cost gp/hr	3.6	89702	
Black Dragon	mage-def	92.1k XP/hr	544k GP/hr	136.3k cost gp/hr	4.0	89702	
Ice warrior	atk-str-def	93.8k XP/hr	363.5k GP/hr	294.9k cost gp/hr	1.2	89632	
Ice warrior	range	91.1k XP/hr	376.2k GP/hr	286.4k cost gp/hr	1.3	89632	
Ice warrior	mage	92.5k XP/hr	374.5k GP/hr	290.6k cost gp/hr	1.3	89632	
Ice warrior	range-def	93.9k XP/hr	402.7k GP/hr	295.1k cost gp/hr	1.4	89632	
Ice warrior	mage-def	90.1k XP/hr	365.1k GP/hr	283.1k cost gp/hr	1.3	89632	
TzHaar-Mej	atk-str-def	90k XP/hr	22.2k GP/hr	151.4k cost gp/hr	0.1	89544	
TzHaar-Mej	range	93.3k XP/hr	28.8k GP/hr	157k cost gp/hr	0.2	89544	
TzHaar-Mej	mage	88.9k XP/hr	23.1k GP/hr	149.5k cost gp/hr	0.2	89544	
TzHaar-Mej	range-def	93.8k XP/hr	30.7k GP/hr	157.8k cost gp/hr	0.2	89544	
TzHaar-Mej	mage-def	90.7k XP/hr	35.6k GP/hr	152.5k cost gp/hr	0.2	89544	
TzHaar-Mej	atk-str-def	90.8k XP/hr	33k GP/hr	152.8k cost gp/hr	0.2	89544	
TzHaar-Mej	range	93.3k XP/hr	35.7k GP/hr	157k cost gp/hr	0.2	89544	
TzHaar-Mej	mage	91.5k XP/hr	31k GP/hr	153.8k cost gp/hr	0.2	89544	
TzHaar-Mej	range-def	90.7k XP/hr	28.2k GP/hr	152.5k cost gp/hr	0.2	89544	
TzHaar-Mej	mage-def	89k XP/hr	30.6k GP/hr	149.7k cost gp/hr	0.2	89544	
TzHaar-Mej	atk-str-def	92.6k XP/hr	36.5k GP/hr	155.7k cost gp/hr	0.2	89544	
TzHaar-Mej	range	92.1k XP/hr	30.1k GP/hr	154.9k cost gp/hr	0.2	89544	
TzHaar-Mej	mage	94.1k XP/hr	38.2k GP/hr	158.2k cost gp/hr	0.2	89544	
TzHaar-Mej	range-def	90.4k XP/hr	29.5k GP/hr	152k cost gp/hr	0.2	89544	
TzHaar-Mej	mage-def	93.8k XP/hr	34.1k GP/hr	157.9k cost gp/hr	0.2	89544	
Ghoul	atk-str-def	94.9k XP/hr	40.8k GP/hr	0 cost gp/hr		89253	
Ghoul	range	95.2k XP/hr	40.9k GP/hr	0 cost gp/hr		89253	
Ghoul	mage	96k XP/hr	41.2k GP/hr	0 cost gp/hr		89253	
Ghoul	range-def	97k XP/hr	41.7k GP/hr	0 cost gp/hr		89253	
Ghoul	mage-def	91.5k XP/hr	39.3k GP/hr	0 cost gp/hr		89253	
Ghoul	atk-str-def	92.9k XP/hr	39.9k GP/hr	0 cost gp/hr		89253	
Ghoul	range	92.7k XP/hr	39.8k GP/hr	0 cost gp/hr		89253	
Ghoul	mage	94.6k XP/hr	40.6k GP/hr	0 cost gp/hr		89253	
Ghoul	range-def	93.8k XP/hr	40.3k GP/hr	0 cost gp/hr		89253	
Ghoul	mage-def	92.7k XP/hr	39.8k GP/hr	0 cost gp/hr		89253	
Jelly	mage	92k XP/hr	379.3k GP/hr	121.6k cost gp/hr	3.1	89253	
Jelly	range-def	88.7k XP/hr	349.6k GP/hr	117.2k cost gp/hr	3.0	89253	
Jelly	atk-str-def	89.7k XP/hr	371.6k GP/hr	118.5k cost gp/hr	3.1	89253	
Jelly	mage	92.3k XP/hr	355.5k GP/hr	122k cost gp/hr	2.9	89253	
Jelly	range-def	93.7k XP/hr	336k GP/hr	123.8k cost gp/hr	2.7	89253	
Jelly	mage-def	89.6k XP/hr	345.2k GP/hr	118.3k cost gp/hr	2.9	89253	
Jelly	mage-def	89.1k XP/hr	357.7k GP/hr	117.7k cost gp/hr	3.0	89253	
Sea Snake Hatchling	atk-str-def	93.7k XP/hr	66.5k GP/hr	264.2k cost gp/hr	0.3	89253	
Sea Snake Hatchling	range	92.4k XP/hr	66.2k GP/hr	260.5k cost gp/hr	0.3	89253	
Sea Snake Hatchling	mage	92.5k XP/hr	75.3k GP/hr	261k cost gp/hr	0.3	89253	
Sea Snake Hatchling	range-def	89.7k XP/hr	64.3k GP/hr	253k cost gp/hr	0.3	89253	
Sea Snake Hatchling	mage-def	88.7k XP/hr	65.6k GP/hr	250.2k cost gp/hr	0.3	89253	
Sea Snake Hatchling	atk-str-def	90.6k XP/hr	73.1k GP/hr	255.5k cost gp/hr	0.3	89253	
Sea Snake Hatchling	range	92.3k XP/hr	69.3k GP/hr	260.3k cost gp/hr	0.3	89253	
Sea Snake Hatchling	mage	91.4k XP/hr	65.7k GP/hr	257.8k cost gp/hr	0.3	89253	
Sea Snake Hatchling	range-def	89k XP/hr	67.2k GP/hr	251.1k cost gp/hr	0.3	89253	
Sea Snake Hatchling	mage-def	92.2k XP/hr	65k GP/hr	260.1k cost gp/hr	0.2	89253	
Sea Snake Hatchling	atk-str-def	91.8k XP/hr	69.4k GP/hr	259k cost gp/hr	0.3	89253	
Sea Snake Hatchling	range	93.9k XP/hr	67.1k GP/hr	265k cost gp/hr	0.3	89253	
Sea Snake Hatchling	mage	91.9k XP/hr	69.3k GP/hr	259.1k cost gp/hr	0.3	89253	
Sea Snake Hatchling	range-def	89.3k XP/hr	66.3k GP/hr	251.8k cost gp/hr	0.3	89253	
Sea Snake Hatchling	mage-def	91.1k XP/hr	71.7k GP/hr	256.9k cost gp/hr	0.3	89253	
Jungle horror	atk-str-def	90.2k XP/hr	148.7k GP/hr	198.6k cost gp/hr	0.7	89158	
Jungle horror	range	89.9k XP/hr	130.8k GP/hr	197.9k cost gp/hr	0.7	89158	
Jungle horror	mage	89.7k XP/hr	131.5k GP/hr	197.5k cost gp/hr	0.7	89158	
Jungle horror	range-def	90.6k XP/hr	132.5k GP/hr	199.4k cost gp/hr	0.7	89158	
Jungle horror	mage-def	89k XP/hr	133.3k GP/hr	195.9k cost gp/hr	0.7	89158	
Jungle horror	atk-str-def	93.7k XP/hr	151k GP/hr	206.2k cost gp/hr	0.7	89158	
Jungle horror	range	89.1k XP/hr	136.3k GP/hr	196.1k cost gp/hr	0.7	89158	
Jungle horror	mage	89.6k XP/hr	125k GP/hr	197.2k cost gp/hr	0.6	89158	
Jungle horror	range-def	88.6k XP/hr	133.3k GP/hr	195k cost gp/hr	0.7	89158	
Jungle horror	mage-def	90.4k XP/hr	124.8k GP/hr	199k cost gp/hr	0.6	89158	
Mammoth	range-def	91.8k XP/hr	690.4k GP/hr	205.7k cost gp/hr	3.4	88703	
Zombie	atk-str-def	90.8k XP/hr	582.1k GP/hr	384.5k cost gp/hr	1.5	88569	
Zombie	mage	92.5k XP/hr	622.5k GP/hr	391.6k cost gp/hr	1.6	88569	
Zombie	range-def	88.5k XP/hr	602.1k GP/hr	374.5k cost gp/hr	1.6	88569	
Zombie	mage-def	92k XP/hr	591.7k GP/hr	389.3k cost gp/hr	1.5	88569	
Kalphite Soldier	range-def	87.9k XP/hr	110.6k GP/hr	725.8k cost gp/hr	0.2	88400	
Crocodile	atk-str-def	88.7k XP/hr	216.3k GP/hr	241.9k cost gp/hr	0.9	88303	
Crocodile	range	91.4k XP/hr	222.8k GP/hr	249.2k cost gp/hr	0.9	88303	
Crocodile	mage	90.4k XP/hr	220.5k GP/hr	246.7k cost gp/hr	0.9	88303	
Crocodile	range-def	93k XP/hr	226.9k GP/hr	253.7k cost gp/hr	0.9	88303	
Crocodile	mage-def	91.7k XP/hr	223.7k GP/hr	250.2k cost gp/hr	0.9	88303	
Crocodile	atk-str-def	92.7k XP/hr	226k GP/hr	252.8k cost gp/hr	0.9	88303	
Crocodile	range	88.5k XP/hr	215.7k GP/hr	241.3k cost gp/hr	0.9	88303	
Crocodile	mage	93k XP/hr	226.8k GP/hr	253.7k cost gp/hr	0.9	88303	
Crocodile	range-def	89.5k XP/hr	218.4k GP/hr	244.2k cost gp/hr	0.9	88303	
Crocodile	mage-def	91.4k XP/hr	222.9k GP/hr	249.3k cost gp/hr	0.9	88303	
Jelly	atk-str-def	92.1k XP/hr	335.9k GP/hr	123k cost gp/hr	2.7	88303	
Jelly	range	87.7k XP/hr	358.4k GP/hr	117.2k cost gp/hr	3.1	88303	
Jelly	range	88.6k XP/hr	369.9k GP/hr	118.4k cost gp/hr	3.1	88303	
Jelly	mage	89.3k XP/hr	329.1k GP/hr	119.3k cost gp/hr	2.8	88303	
Jelly	range-def	92.1k XP/hr	405.5k GP/hr	123k cost gp/hr	3.3	88303	
Ghoul	range	95.1k XP/hr	91.8k GP/hr	179.8k cost gp/hr	0.5	88299	
Riyl Shade	range	93.4k XP/hr	477.2k GP/hr	0 cost gp/hr		87902	
Riyl Shade	mage	94.4k XP/hr	482.3k GP/hr	0 cost gp/hr		87902	
Riyl Shade	range-def	92k XP/hr	470.2k GP/hr	0 cost gp/hr		87902	
Riyl Shade	mage-def	92.4k XP/hr	472.1k GP/hr	0 cost gp/hr		87902	
Riyl Shade	range	90.4k XP/hr	461.9k GP/hr	0 cost gp/hr		87902	
Riyl Shade	mage	90.6k XP/hr	462.9k GP/hr	0 cost gp/hr		87902	
Riyl Shade	range-def	95.3k XP/hr	487.1k GP/hr	0 cost gp/hr		87902	
Riyl Shade	mage-def	93.9k XP/hr	479.6k GP/hr	0 cost gp/hr		87902	
Riyl Shade	range	92k XP/hr	470.3k GP/hr	0 cost gp/hr		87902	
Riyl Shade	mage	95.2k XP/hr	486.4k GP/hr	0 cost gp/hr		87902	
Riyl Shade	range-def	91.6k XP/hr	468.1k GP/hr	0 cost gp/hr		87902	
Riyl Shade	mage-def	93.5k XP/hr	477.9k GP/hr	0 cost gp/hr		87902	
Riyl Shade	atk-str-def	91.7k XP/hr	468.6k GP/hr	0 cost gp/hr		87901	
Riyl Shade	atk-str-def	92.8k XP/hr	474.3k GP/hr	0 cost gp/hr		87901	
Riyl Shade	atk-str-def	94.5k XP/hr	482.8k GP/hr	0 cost gp/hr		87901	
Zombie	range	89.5k XP/hr	550.5k GP/hr	381.7k cost gp/hr	1.4	87873	
Jelly	range	91.5k XP/hr	354.5k GP/hr	122.9k cost gp/hr	2.9	87828	
Jelly	mage-def	88.8k XP/hr	90.6k GP/hr	119.3k cost gp/hr	0.8	87828	
Jelly	atk-str-def	91.5k XP/hr	359.2k GP/hr	122.9k cost gp/hr	2.9	87828	
Temple Spider	range	89k XP/hr	275.4k GP/hr	192.1k cost gp/hr	1.4	87678	
Temple Spider	mage	89.8k XP/hr	259.6k GP/hr	193.8k cost gp/hr	1.3	87678	
Temple Spider	range-def	88k XP/hr	276.5k GP/hr	190k cost gp/hr	1.5	87678	
Temple Spider	mage-def	87.1k XP/hr	347.1k GP/hr	188k cost gp/hr	1.8	87678	
Temple Spider	range	89.3k XP/hr	380k GP/hr	192.7k cost gp/hr	2.0	87678	
Temple Spider	mage	91.3k XP/hr	301.6k GP/hr	197.1k cost gp/hr	1.5	87678	
Temple Spider	range-def	87.4k XP/hr	344.7k GP/hr	188.6k cost gp/hr	1.8	87678	
Temple Spider	mage-def	90.2k XP/hr	230.9k GP/hr	194.6k cost gp/hr	1.2	87678	
Temple Spider	range	88.1k XP/hr	274.4k GP/hr	190.2k cost gp/hr	1.4	87678	
Temple Spider	mage	87.8k XP/hr	248.8k GP/hr	189.5k cost gp/hr	1.3	87678	
Temple Spider	range-def	91.9k XP/hr	429.1k GP/hr	198.4k cost gp/hr	2.2	87678	
Temple Spider	mage-def	89.8k XP/hr	216.5k GP/hr	194k cost gp/hr	1.1	87678	
Temple Spider	atk-str-def	89k XP/hr	370.1k GP/hr	192k cost gp/hr	1.9	87677	
Temple Spider	atk-str-def	89.9k XP/hr	270.2k GP/hr	194.2k cost gp/hr	1.4	87677	
Temple Spider	atk-str-def	89.8k XP/hr	428.4k GP/hr	193.9k cost gp/hr	2.2	87677	
Iorwerth Archer	atk-str-def	88.7k XP/hr	141.4k GP/hr	141.9k cost gp/hr	1.0	87305	
Iorwerth Archer	range	89.1k XP/hr	157.8k GP/hr	142.7k cost gp/hr	1.1	87305	
Iorwerth Archer	mage	87.4k XP/hr	143.7k GP/hr	139.8k cost gp/hr	1.0	87305	
Iorwerth Archer	range-def	92k XP/hr	116.9k GP/hr	147.3k cost gp/hr	0.8	87305	
Iorwerth Archer	mage-def	89.5k XP/hr	209.9k GP/hr	143.2k cost gp/hr	1.5	87305	
Iorwerth Archer	atk-str-def	88.8k XP/hr	148.8k GP/hr	142.1k cost gp/hr	1.0	87305	
Iorwerth Archer	range	87.3k XP/hr	217.8k GP/hr	139.8k cost gp/hr	1.6	87305	
Iorwerth Archer	mage	87.4k XP/hr	146.2k GP/hr	139.8k cost gp/hr	1.0	87305	
Iorwerth Archer	range-def	87.2k XP/hr	122.4k GP/hr	139.5k cost gp/hr	0.9	87305	
Iorwerth Archer	mage-def	90k XP/hr	118.7k GP/hr	144k cost gp/hr	0.8	87305	
Crocodile	mage	89.3k XP/hr	490.5k GP/hr	720.4k cost gp/hr	0.7	87279	
Ghoul	range-def	93.9k XP/hr	91.9k GP/hr	180k cost gp/hr	0.5	87155	
Hellhound	range	90.3k XP/hr	360.6k GP/hr	431k cost gp/hr	0.8	87082	
Kalphite Soldier	range	86.5k XP/hr	105.8k GP/hr	728.8k cost gp/hr	0.1	86623	
Crocodile	mage-def	86.4k XP/hr	478.7k GP/hr	703k cost gp/hr	0.7	86515	
Bronze Dragon	atk-str-def	90.2k XP/hr	543.8k GP/hr	203.4k cost gp/hr	2.7	86053	
Ent	atk-str-def	89.8k XP/hr	722.5k GP/hr	104k cost gp/hr	6.9	85929	
Ent	range	91.8k XP/hr	1.1m GP/hr	106.3k cost gp/hr	10.3	85929	
Ent	mage	88.4k XP/hr	588.3k GP/hr	102.4k cost gp/hr	5.7	85929	
Ent	range-def	89.9k XP/hr	830k GP/hr	104.1k cost gp/hr	8.0	85929	
Ent	mage-def	89.3k XP/hr	594.3k GP/hr	103.4k cost gp/hr	5.7	85929	
Ent	atk-str-def	91.2k XP/hr	972.7k GP/hr	105.6k cost gp/hr	9.2	85929	
Ent	range	90.3k XP/hr	614k GP/hr	104.6k cost gp/hr	5.9	85929	
Ent	mage	92.4k XP/hr	477.7k GP/hr	107k cost gp/hr	4.5	85929	
Ent	range-def	88.5k XP/hr	477.6k GP/hr	102.5k cost gp/hr	4.7	85929	
Ent	mage-def	90.7k XP/hr	624.8k GP/hr	105.1k cost gp/hr	5.9	85929	
Crocodile	atk-str-def	86.8k XP/hr	484.9k GP/hr	712.2k cost gp/hr	0.7	85852	
Baby green Dragon	atk-str-def	88.2k XP/hr	316.6k GP/hr	149.7k cost gp/hr	2.1	85811	
Baby green Dragon	atk-str-def	89.7k XP/hr	322k GP/hr	152.2k cost gp/hr	2.1	85811	
Baby green Dragon	atk-str-def	85.9k XP/hr	308.6k GP/hr	145.9k cost gp/hr	2.1	85811	
TzHaar-Xil	atk-str-def	90.2k XP/hr	60.7k GP/hr	315.1k cost gp/hr	0.2	85706	
TzHaar-Xil	range	86.1k XP/hr	108.4k GP/hr	300.6k cost gp/hr	0.4	85706	
TzHaar-Xil	mage	86.3k XP/hr	74.4k GP/hr	301.4k cost gp/hr	0.2	85706	
TzHaar-Xil	range-def	86.8k XP/hr	43.9k GP/hr	303k cost gp/hr	0.1	85706	
TzHaar-Xil	mage-def	87.8k XP/hr	796.2k GP/hr	306.5k cost gp/hr	2.6	85706	
TzHaar-Xil	atk-str-def	87.6k XP/hr	40.2k GP/hr	305.8k cost gp/hr	0.1	85706	
TzHaar-Xil	range	86.2k XP/hr	96.8k GP/hr	301.1k cost gp/hr	0.3	85706	
TzHaar-Xil	mage	87.6k XP/hr	442.9k GP/hr	305.7k cost gp/hr	1.4	85706	
TzHaar-Xil	range-def	86.6k XP/hr	156.9k GP/hr	302.5k cost gp/hr	0.5	85706	
TzHaar-Xil	mage-def	86.6k XP/hr	101.5k GP/hr	302.3k cost gp/hr	0.3	85706	
TzHaar-Xil	atk-str-def	88.7k XP/hr	42.4k GP/hr	309.7k cost gp/hr	0.1	85706	
TzHaar-Xil	range	86.9k XP/hr	599k GP/hr	303.6k cost gp/hr	2.0	85706	
TzHaar-Xil	mage	87.9k XP/hr	41.2k GP/hr	307k cost gp/hr	0.1	85706	
TzHaar-Xil	range-def	85.2k XP/hr	97.8k GP/hr	297.6k cost gp/hr	0.3	85706	
TzHaar-Xil	mage-def	86.2k XP/hr	958k GP/hr	301k cost gp/hr	3.2	85706	
Skeletal Wyvern	range	86.5k XP/hr	909k GP/hr	181.4k cost gp/hr	5.0	85492	
Skeletal Wyvern	mage	89.3k XP/hr	1.3m GP/hr	187.3k cost gp/hr	6.8	85492	
Skeletal Wyvern	range-def	89.3k XP/hr	1.3m GP/hr	187.3k cost gp/hr	7.1	85492	
Skeletal Wyvern	mage-def	87k XP/hr	1m GP/hr	182.6k cost gp/hr	5.6	85492	
Skeletal Wyvern	range	87.8k XP/hr	874.2k GP/hr	184.3k cost gp/hr	4.7	85492	
Skeletal Wyvern	mage	88.9k XP/hr	1.2m GP/hr	186.5k cost gp/hr	6.3	85492	
Skeletal Wyvern	range-def	85.3k XP/hr	1.3m GP/hr	178.9k cost gp/hr	7.4	85492	
Skeletal Wyvern	mage-def	85.9k XP/hr	1.2m GP/hr	180.3k cost gp/hr	6.4	85492	
Skeletal Wyvern	range	86.3k XP/hr	1.1m GP/hr	181k cost gp/hr	6.0	85492	
Skeletal Wyvern	mage	89.6k XP/hr	1.1m GP/hr	188k cost gp/hr	5.6	85492	
Skeletal Wyvern	range-def	88.4k XP/hr	892.3k GP/hr	185.4k cost gp/hr	4.8	85492	
Skeletal Wyvern	mage-def	86.8k XP/hr	904.1k GP/hr	182.1k cost gp/hr	5.0	85492	
Green dragon	atk-str-def	88.3k XP/hr	1.1m GP/hr	165.9k cost gp/hr	6.9	85455	
Green dragon	range	89.9k XP/hr	1.2m GP/hr	168.8k cost gp/hr	6.9	85455	
Green dragon	mage	87.1k XP/hr	1.1m GP/hr	163.7k cost gp/hr	6.9	85455	
Green dragon	range-def	87.7k XP/hr	1.1m GP/hr	164.8k cost gp/hr	6.9	85455	
Green dragon	mage-def	88.8k XP/hr	1.2m GP/hr	166.9k cost gp/hr	6.9	85455	
Green dragon	atk-str-def	87.5k XP/hr	1.1m GP/hr	164.4k cost gp/hr	6.9	85455	
Green dragon	range	85.9k XP/hr	1.1m GP/hr	161.3k cost gp/hr	6.9	85455	
Green dragon	mage	87.8k XP/hr	1.2m GP/hr	164.9k cost gp/hr	7.0	85455	
Green dragon	range-def	87.4k XP/hr	1.1m GP/hr	164.1k cost gp/hr	7.0	85455	
Green dragon	mage-def	88.2k XP/hr	1.1m GP/hr	165.7k cost gp/hr	6.9	85455	
Crocodile	range-def	87.3k XP/hr	490.9k GP/hr	720.9k cost gp/hr	0.7	85255	
