Monster	AttackStyle	XP/hr	attack XP/hr	strength XP/hr	defence XP/hr	magic XP/hr	ranged XP/hr	hitpoints XP/hr	slayer XP/hr	Options	Food	GP/hr	Cost/hr	Raw Command	Raw Trip
Ghoul	range	209k XP/hr	0	0	0	0	132.1k	43.9k	33k		0.0 Sharks/hr	 Loot/hr	3157.9/hr Cannonball Cost/hr	{"duration":54511000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","16.67% for Black mask on task","55% for Cannon in multi","5% for no food","Removing items: 47.8k Cannonball"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 2 points; giving you a total of 1002; return to a Slayer master.**"],"newKC":10000}
Ghoul	range	94k XP/hr	0	0	0	0	59.4k	19.8k	14.9k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":121125000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 2 points; giving you a total of 1002; return to a Slayer master.**"],"newKC":10000}
Ghoul	range	94k XP/hr	0	0	0	0	59.4k	19.8k	14.9k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":121125000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 2 points; giving you a total of 1002; return to a Slayer master.**"],"newKC":10000}
Giant Bat	atk-str-def	55k XP/hr	13.8k	13.8k	13.8k	0	0	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	atk-str-def	55k XP/hr	13.8k	13.8k	13.8k	0	0	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	atk-str-def	55k XP/hr	13.8k	13.8k	13.8k	0	0	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	mage-def	55k XP/hr	0	0	20.7k	20.7k	0	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	mage-def	55k XP/hr	0	0	20.7k	20.7k	0	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	mage-def	55k XP/hr	0	0	20.7k	20.7k	0	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	mage	55k XP/hr	0	0	0	41.4k	0	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	mage	55k XP/hr	0	0	0	41.4k	0	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	mage	55k XP/hr	0	0	0	41.4k	0	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	range-def	55k XP/hr	0	0	20.7k	0	20.7k	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	range-def	55k XP/hr	0	0	20.7k	0	20.7k	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	range-def	55k XP/hr	0	0	20.7k	0	20.7k	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	range	55k XP/hr	0	0	0	0	41.4k	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	range	55k XP/hr	0	0	0	0	41.4k	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant Bat	range	55k XP/hr	0	0	0	0	41.4k	13.7k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051997521,"quantity":184143,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","8% for KC","5% for no food"]}	{"quantity":184143,"messages":[],"newKC":184143}
Giant crypt spider	atk-str-def	82k XP/hr	20.5k	20.5k	20.5k	0	0	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	atk-str-def	82k XP/hr	20.5k	20.5k	20.5k	0	0	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	atk-str-def	82k XP/hr	20.5k	20.5k	20.5k	0	0	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	mage-def	82k XP/hr	0	0	30.7k	30.7k	0	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	mage-def	82k XP/hr	0	0	30.7k	30.7k	0	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	mage-def	82k XP/hr	0	0	30.7k	30.7k	0	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	mage	82k XP/hr	0	0	0	61.5k	0	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	mage	82k XP/hr	0	0	0	61.5k	0	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	mage	82k XP/hr	0	0	0	61.5k	0	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	range-def	82k XP/hr	0	0	30.7k	0	30.7k	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	range-def	82k XP/hr	0	0	30.7k	0	30.7k	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	range-def	82k XP/hr	0	0	30.7k	0	30.7k	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	range	82k XP/hr	0	0	0	0	61.5k	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	range	82k XP/hr	0	0	0	0	61.5k	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant crypt spider	range	82k XP/hr	0	0	0	0	61.5k	20.4k	0		138.3 Sharks/hr	 Loot/hr	138.3/hr Shark Cost/hr	{"duration":2116796693,"quantity":112941,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 81.3k Shark"]}	{"quantity":112941,"messages":[],"newKC":112941}
Giant frog	atk-str-def	73k XP/hr	18.3k	18.3k	18.3k	0	0	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	atk-str-def	73k XP/hr	18.3k	18.3k	18.3k	0	0	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	atk-str-def	73k XP/hr	18.3k	18.3k	18.3k	0	0	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	mage-def	73k XP/hr	0	0	27.4k	27.4k	0	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	mage-def	73k XP/hr	0	0	27.4k	27.4k	0	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	mage-def	73k XP/hr	0	0	27.4k	27.4k	0	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	mage	73k XP/hr	0	0	0	54.9k	0	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	mage	73k XP/hr	0	0	0	54.9k	0	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	mage	73k XP/hr	0	0	0	54.9k	0	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	range-def	73k XP/hr	0	0	27.4k	0	27.4k	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	range-def	73k XP/hr	0	0	27.4k	0	27.4k	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	range-def	73k XP/hr	0	0	27.4k	0	27.4k	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	range	73k XP/hr	0	0	0	0	54.9k	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	range	73k XP/hr	0	0	0	0	54.9k	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant frog	range	73k XP/hr	0	0	0	0	54.9k	18.2k	0		185.2 Sharks/hr	 Loot/hr	185.2/hr Shark Cost/hr	{"duration":2116792944,"quantity":80672,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 108.9k Shark"]}	{"quantity":80672,"messages":[],"newKC":80672}
Giant Mole	atk-str-def	99k XP/hr	20.8k	20.8k	20.8k	0	0	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	atk-str-def	99k XP/hr	20.8k	20.8k	20.8k	0	0	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	atk-str-def	99k XP/hr	20.8k	20.8k	20.8k	0	0	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	mage-def	99k XP/hr	0	0	31.1k	31.1k	0	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	mage-def	99k XP/hr	0	0	31.1k	31.1k	0	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	mage-def	99k XP/hr	0	0	31.1k	31.1k	0	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	mage	99k XP/hr	0	0	0	62.3k	0	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	mage	99k XP/hr	0	0	0	62.3k	0	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	mage	99k XP/hr	0	0	0	62.3k	0	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	range-def	99k XP/hr	0	0	31.1k	0	31.1k	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	range-def	99k XP/hr	0	0	31.1k	0	31.1k	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	range-def	99k XP/hr	0	0	31.1k	0	31.1k	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	range	99k XP/hr	0	0	0	0	62.3k	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
